Pest;1328790
Fejér;419565
Komárom-Esztergom;301492
Veszprém;338342
Győr-Moson-Sopron;471309
Vas;249812
Zala;261803
Baranya;355315
Somogy;295316
Tolna;208044
Borsod-Abaúj-Zemplén;624219
Heves;287533
Nógrád;182038
Hajdú-Bihar;520656
Jász-Nagykun-Szolnok;356388
Szabolcs-Szatmár-Bereg;527968
Bács-Kiskun;494563
Békés;314380
Csongrád-Csanád;391207

















